lon,lat,BankVole_AllData_RUN3 logistic values
28.3958333333333,70.8958333333333,0.19754055
18.6875,70.0625,1.7587568E-12
22.0208333333333,69.8125,0.45997253
26.8541666666667,69.8125,3.553518E-14
32.3958333333333,69.7291666666667,0.18903212
23.4375,69.5625,3.553518E-14
30.2291666666667,69.5625,0.105832994
29.3958333333333,69.4791666666667,0.105832994
31.0208333333333,69.3125,0.14763987
23.4791666666667,69.1875,0.083346725
22.6041666666667,69.1041666666667,3.553518E-14
31.7291666666667,69.1041666666667,0.14763987
23.7291666666667,69.0208333333333,3.553518E-14
22.2708333333333,68.8958333333333,3.553518E-14
28.2291666666667,68.8958333333333,1.9198698E-13
18.6041666666667,68.6041666666667,0.031064345
22.3125,68.6041666666667,8.408107E-12
22.2708333333333,68.3958333333333,0.083346725
33.7708333333333,68.3958333333333,3.553518E-14
35.9791666666667,68.3958333333333,0.021437675
21.9375,68.3541666666667,3.553518E-14
24.4375,68.2291666666667,0.0036700882
16.2291666666667,68.1041666666667,0.07705264
29.6041666666667,68.0208333333333,1.9198698E-13
16.7708333333333,67.7291666666667,0.12940401
30.2291666666667,67.7291666666667,1.9198698E-13
34.4791666666667,67.7291666666667,3.553518E-14
31.0625,67.6458333333333,1.9198698E-13
30.1875,67.6041666666667,3.553518E-14
32.7708333333333,67.5208333333333,1.9198698E-13
14.3958333333333,67.2708333333333,0.1593581
23.3125,67.2291666666667,0.32941866
28.4375,67.0625,1.9198698E-13
22.7708333333333,66.9791666666667,8.968242E-14
29.4375,66.8958333333333,3.553518E-14
15.7291666666667,66.8541666666667,0.12940401
26.5208333333333,66.6041666666667,0.0018137497
27.8125,66.5625,7.3715936E-11
28.9791666666667,66.5625,2.946229E-10
21.4375,66.5208333333333,1.9198698E-13
24.1041666666667,66.5208333333333,8.968242E-14
19.1041666666667,66.4791666666667,3.8738412E-15
30.4791666666667,66.3958333333333,9.011941E-10
17.5208333333333,66.2291666666667,1.9198698E-13
22.3125,66.2291666666667,0.1866436
29.7708333333333,66.1041666666667,0.010436625
33.2708333333333,66.1041666666667,8.968242E-14
33.8541666666667,66.1041666666667,8.968242E-14
16.6875,66.0625,2.7054372E-15
26.6458333333333,65.9791666666667,8.480722E-4
19.6041666666667,65.9375,1.9198698E-13
24.2291666666667,65.8958333333333,0.053693388
30.7291666666667,65.8958333333333,1.9198698E-13
30.7708333333333,65.8958333333333,1.9198698E-13
33.7291666666667,65.8541666666667,8.968242E-14
14.3958333333333,65.8125,0.14763987
20.0625,65.6041666666667,0.06618206
34.6875,65.6041666666667,2.7907942E-22
15.3125,65.5208333333333,6.4783384E-14
17.6041666666667,65.3125,0.024405343
29.6875,65.2291666666667,0.0018137497
33.1458333333333,65.1875,5.5878788E-11
-13.6875,65.1458333333333,0.0748438
30.4375,65.1458333333333,8.968242E-14
15.5625,65.1041666666667,3.152804E-10
18.3958333333333,65.0625,6.127614E-4
-14.2708333333333,65.0208333333333,0.75387037
17.5625,64.9375,4.603554E-5
24.9375,64.8958333333333,0.053693388
29.9791666666667,64.8958333333333,8.968242E-14
13.8958333333333,64.8125,0.009307464
16.1041666666667,64.7708333333333,6.4617794E-5
11.7291666666667,64.7291666666667,4.0471088E-13
15.3125,64.7291666666667,0.5822687
30.6458333333333,64.3541666666667,8.968242E-14
30.3958333333333,64.2708333333333,8.480722E-4
29.4791666666667,64.1875,2.0982965E-4
34.7708333333333,64.0625,8.968242E-14
26.1458333333333,63.9375,0.053693388
30.4791666666667,63.9375,8.968242E-14
28.6458333333333,63.8958333333333,1.515823E-4
23.5208333333333,63.8541666666667,0.053693388
22.6458333333333,63.8125,1.0895894E-10
32.6875,63.8125,2.0982965E-4
36.8958333333333,63.7708333333333,2.217502E-14
11.2708333333333,63.6458333333333,0.49860567
14.0625,63.6458333333333,0.264925
23.9791666666667,63.6458333333333,0.053693388
25.8125,63.6458333333333,0.053693388
31.6875,63.5208333333333,2.217502E-14
13.3958333333333,63.4791666666667,0.0061410596
33.5625,63.3958333333333,2.217502E-14
35.8125,63.3958333333333,8.968242E-14
23.1458333333333,63.3541666666667,0.07695058
31.6875,63.3125,9.980677E-12
25.7708333333333,63.2708333333333,9.863456E-4
26.0208333333333,63.1875,0.056799844
22.6458333333333,63.1041666666667,0.35789004
27.0208333333333,63.1041666666667,6.8487272E-15
31.6875,62.9791666666667,1.6018445E-14
9.89583333333333,62.9375,0.80362666
24.3541666666667,62.8541666666667,1.515823E-4
