Predictor variable,Categorical,Sample average
builtup_aggregated,false,6.715399180264033
wc2.1_2.5m_bio_1,false,6.900840811445736
wc2.1_2.5m_bio_18,false,225.27179487179487
wc2.1_2.5m_bio_7,false,25.508471889984914
