lon,lat,BankVole_AllData_RUN1 logistic values
28.3958333333333,70.8958333333333,0.1868532
18.6875,70.0625,2.0429004E-11
22.0208333333333,69.8125,0.56388247
22.8125,69.8125,0.11026586
26.8541666666667,69.7708333333333,7.78135E-14
23.4375,69.5625,1.1978838E-13
30.2291666666667,69.5625,0.2757064
29.3958333333333,69.4791666666667,0.11360164
31.0208333333333,69.3125,0.2757064
23.4791666666667,69.1875,0.11315618
22.6041666666667,69.1041666666667,1.1978838E-13
23.7291666666667,69.0208333333333,1.1978838E-13
22.2708333333333,68.8958333333333,1.1978838E-13
28.2291666666667,68.8958333333333,6.3316317E-13
28.8541666666667,68.7708333333333,1.1978838E-13
18.6041666666667,68.6041666666667,0.06717843
22.3125,68.6041666666667,1.8158441E-6
22.2708333333333,68.3958333333333,0.11315618
33.7708333333333,68.3958333333333,1.1978838E-13
21.9375,68.3541666666667,1.1978838E-13
29.9791666666667,68.3541666666667,6.3316317E-13
24.4375,68.2291666666667,0.0741444
16.2291666666667,68.1041666666667,8.392761E-5
21.8958333333333,68.1041666666667,0.0033326745
31.9791666666667,68.0625,6.3316317E-13
29.6041666666667,68.0208333333333,6.3316317E-13
30.2291666666667,67.7291666666667,6.3316317E-13
34.4791666666667,67.7291666666667,1.1978838E-13
31.0625,67.6458333333333,6.3316317E-13
17.0208333333333,67.6041666666667,0.06717843
30.1875,67.6041666666667,8.118993E-14
14.3958333333333,67.2708333333333,0.005616137
23.3125,67.2291666666667,0.4027792
28.4375,67.0625,6.3316317E-13
22.7708333333333,66.9791666666667,1.3919965E-13
29.4375,66.8958333333333,6.3316317E-13
22.5208333333333,66.7708333333333,7.263818E-14
23.6041666666667,66.7291666666667,0.02366944
35.4375,66.6458333333333,2.0614093E-13
26.5208333333333,66.6041666666667,0.02366944
27.8125,66.5625,1.0158141E-5
28.9791666666667,66.5625,4.3914413E-5
21.4375,66.5208333333333,6.3316317E-13
24.1041666666667,66.5208333333333,1.3919965E-13
13.2708333333333,66.4791666666667,0.21554244
30.4791666666667,66.3958333333333,1.5951762E-6
14.0208333333333,66.3541666666667,2.1244375E-9
22.7708333333333,66.2708333333333,7.263818E-14
17.5208333333333,66.2291666666667,6.3316317E-13
22.3125,66.2291666666667,0.12912501
33.2708333333333,66.1041666666667,1.3919965E-13
33.8541666666667,66.1041666666667,1.3919965E-13
24.2291666666667,65.8958333333333,0.015679788
30.7291666666667,65.8958333333333,6.3316317E-13
30.7708333333333,65.8958333333333,6.3316317E-13
20.0625,65.6041666666667,0.04693949
34.6875,65.6041666666667,5.2193057E-22
15.3125,65.5208333333333,4.6238255E-14
32.8541666666667,65.4375,1.3919965E-13
17.6041666666667,65.3125,0.04693949
12.9791666666667,65.2708333333333,4.9986317E-13
28.6875,65.2291666666667,0.12912501
29.6875,65.2291666666667,0.02366944
33.1458333333333,65.1875,1.2334052E-6
30.4375,65.1458333333333,7.263818E-14
15.5625,65.1041666666667,1.3739816E-10
18.3958333333333,65.0625,9.23002E-4
-14.2708333333333,65.0208333333333,0.76613855
17.5625,64.9375,1.9204672E-8
24.9375,64.8958333333333,0.013019532
29.9791666666667,64.8958333333333,7.263818E-14
13.8958333333333,64.8125,2.628437E-6
16.1041666666667,64.7708333333333,3.680273E-8
11.7291666666667,64.7291666666667,3.4160888E-12
15.3125,64.7291666666667,0.67050916
30.1875,64.7291666666667,1.3919965E-13
30.6458333333333,64.3541666666667,7.263818E-14
30.3958333333333,64.2708333333333,0.0027735385
34.7708333333333,64.0625,7.263818E-14
26.1458333333333,63.9375,0.013019532
28.6458333333333,63.8958333333333,1.5748556E-4
34.2708333333333,63.8541666666667,4.739581E-4
22.6458333333333,63.8125,1.1937336E-10
36.8958333333333,63.7708333333333,1.2384269E-14
11.2708333333333,63.6458333333333,0.43665844
14.0625,63.6458333333333,0.43798882
23.9791666666667,63.6458333333333,0.013019532
25.8125,63.6458333333333,0.013019532
29.3125,63.5208333333333,0.01634903
31.6875,63.5208333333333,8.393786E-15
13.3958333333333,63.4791666666667,0.0024670472
27.8125,63.3958333333333,9.108634E-8
33.5625,63.3958333333333,1.2384269E-14
35.8125,63.3958333333333,7.263818E-14
23.1458333333333,63.3541666666667,0.080560975
31.6875,63.3125,6.9851374E-8
25.7708333333333,63.2708333333333,0.016354583
26.0208333333333,63.1875,0.028281696
22.6458333333333,63.1041666666667,0.46231985
27.0208333333333,63.1041666666667,5.8518343E-15
31.6875,62.9791666666667,4.11371E-15
9.89583333333333,62.9375,0.6987837
24.3541666666667,62.8541666666667,1.5748556E-4
30.6041666666667,62.8125,4.11371E-15
31.1875,62.8125,0.004362659
33.6875,62.7291666666667,8.393786E-15
10.6041666666667,62.6875,1.579472E-5
34.6875,62.6458333333333,4.739581E-4
21.7708333333333,62.6041666666667,2.1227125E-7
14.8125,62.3958333333333,0.021294044
-6.97916666666667,62.3125,0.23270921
35.6875,62.1875,8.2259354E-14
8.14583333333333,62.1041666666667,2.7511151E-9
7.1875,62.0625,7.622585E-13
22.8125,61.9791666666667,0.005492528
26.0625,61.9791666666667,0.22216249
14.6458333333333,61.9375,0.0055003865
22.6458333333333,61.8541666666667,0.4091748
26.5625,61.8541666666667,4.3423563E-13
31.0208333333333,61.8541666666667,1.5645975E-6
7.10416666666666,61.8125,6.0579583E-7
11.6458333333333,61.8125,4.3720197E-18
11.3541666666667,61.6875,8.8495614E-7
23.3958333333333,61.6041666666667,0.36820102
6.72916666666666,61.5625,4.4190795E-23
7.64583333333333,61.5625,0.04993944
12.5625,61.5208333333333,9.3355525E-15
33.5208333333333,61.2708333333333,4.11371E-15
9.4375,61.1041666666667,2.628437E-6
37.0625,61.0208333333333,4.11371E-15
34.2708333333333,60.9375,0.005492528
31.1041666666667,60.6458333333333,0.20701696
