Predictor variable,Categorical,Sample average
builtup_aggregated,false,6.879827272750454
wc2.1_2.5m_bio_1,false,6.972177105000637
wc2.1_2.5m_bio_18,false,223.4680306905371
wc2.1_2.5m_bio_7,false,25.50754822733457
