Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
9.47139E-3,50.725604114,0.559677606,0.089285714,0.315245478,0
9.49601E-3,51.67520516,0.560317188,0.086734694,0.315245478,0
9.49675E-3,52.624880371,0.560336429,0.084183673,0.315245478,0
9.54816E-3,52.856253414,0.561666107,0.081632653,0.315245478,0
9.71257E-3,53.596137466,0.565864686,0.081632653,0.317829457,0
9.84022E-3,53.815527279,0.569069571,0.079081633,0.317829457,0
9.98678E-3,54.067416302,0.57269135,0.079081633,0.322997416,0
1.03126E-2,54.627398411,0.580528924,0.079081633,0.330749354,0
1.04014E-2,55.667539924,0.582615491,0.076530612,0.330749354,0
1.05939E-2,55.936051504,0.587067403,0.073979592,0.330749354,0
1.08372E-2,56.275493436,0.59256123,0.073979592,0.333333333,0
1.11259E-2,56.67824865,0.598893095,0.073979592,0.341085271,0
1.12046E-2,56.787999038,0.600584545,0.073979592,0.34625323,0
1.12212E-2,57.910122735,0.600940603,0.071428571,0.34625323,0
1.13149E-2,58.262936946,0.602932402,0.068877551,0.34625323,0
1.15111E-2,59.001807253,0.607039912,0.068877551,0.348837209,0
1.17696E-2,60.234809648,0.612326421,0.066326531,0.354005168,0
1.19168E-2,61.431598787,0.615271415,0.06377551,0.356589147,0
1.23406E-2,62.368831359,0.623510619,0.06122449,0.356589147,0
1.24812E-2,62.679723315,0.626166273,0.06122449,0.359173127,0
1.26449E-2,63.077370694,0.629211391,0.058673469,0.359173127,0
1.30171E-2,63.98143526,0.635953319,0.058673469,0.364341085,0
1.30605E-2,65.287485085,0.636723204,0.056122449,0.364341085,0
1.30932E-2,66.368589468,0.637300773,0.053571429,0.364341085,0
1.31001E-2,66.597492882,0.637422826,0.053571429,0.366925065,0
1.31166E-2,67.90915493,0.637714439,0.051020408,0.366925065,0
1.31643E-2,69.225589661,0.638553148,0.048469388,0.366925065,0
1.34298E-2,70.568570688,0.643148191,0.045918367,0.366925065,0
1.35986E-2,71.383885635,0.646010162,0.043367347,0.369509044,0
1.36366E-2,71.567109657,0.646647021,0.043367347,0.372093023,0
1.36754E-2,71.754806655,0.647297055,0.043367347,0.374677003,0
1.38582E-2,73.325768092,0.650321958,0.040816327,0.377260982,0
1.39921E-2,73.591128141,0.652505363,0.038265306,0.379844961,0
1.41913E-2,73.985905088,0.655703628,0.038265306,0.38501292,0
1.42863E-2,74.174245696,0.657208808,0.038265306,0.387596899,0
1.44157E-2,74.430676828,0.659237121,0.038265306,0.390180879,0
1.44746E-2,74.547407461,0.660152505,0.038265306,0.395348837,0
1.45946E-2,74.78522927,0.662002334,0.038265306,0.397932817,0
1.48166E-2,76.266888154,0.66537162,0.035714286,0.397932817,0
