X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
6.835556,51.259014,train,0.003338271533302091,15.582056581965341,0.3093907485249047
6.33808,51.94526,train,0.1626252513916594,100.0,0.9561871359946086
8.655648,49.321583,train,0.026925139079508213,100.0,0.7832382451814243
8.751994,49.440834,train,0.028060112014330847,100.0,0.7901660739071389
10.707155,59.987516,train,0.02845960326772025,100.0,0.7925003574427554
10.789961,59.995275,train,0.06516396680709803,100.0,0.897383479610871
10.37796,53.50071,train,0.04295573365227717,100.0,0.8521731179024872
10.734637,53.893921,train,0.1509101317693447,100.0,0.9529459924863716
1.59238,42.93515,train,0.0414105850609324,100.0,0.847498445178946
1.508,42.63,train,0.011511065668546478,59.00167796405197,0.607039911906549
28.768729,61.167933,train,0.026970934050838183,100.0,0.7835266205874212
28.57462,61.321796,train,1.904914053293269E-4,0.5440150704620164,0.02492676355542219
-2.80552,47.62199,train,0.005926868324194569,31.564456587780818,0.44301705631958754
-3.016667,47.866667,train,0.04163819653091331,100.0,0.8482055399229889
11.43,48.26,train,0.004516521509866366,21.231644759265585,0.37738083430014746
12.329377,55.814431,train,0.12844486219257625,100.0,0.9451674136997197
-3.281491,51.53651,train,9.451264014251436E177,100.0,1.0
-2.755674,51.332603,train,0.0407073150636696,100.0,0.8452714457723416
-0.60427,46.75861,train,0.05863660599026934,100.0,0.8872483044716777
-0.76009,47.11416,train,0.04156112876602905,100.0,0.8479668576143967
-0.77268,47.29401,train,0.005613761435130443,30.689520716031407,0.42966910262424923
3.32364,46.09431,train,0.01399209374583161,73.59111574662785,0.6525053626113996
3.32848,46.9047,train,0.010837212985002771,56.27551155092057,0.5925612299254158
-4.089108,48.407041,train,0.011125919040668293,56.67827520299534,0.5988930950603293
-4.24992,48.48404,train,0.04163819653091331,100.0,0.8482055399229889
4.78217,47.16155,train,0.016687671747548746,84.38504586451721,0.6913093819883127
4.80632,47.88148,train,0.018033638772612572,89.33825539336478,0.7076124734160978
5.91099,46.05742,train,0.022227905966363648,98.41364930236236,0.7489323458397075
5.85488,44.97759,train,0.004813818741507245,24.67546317406122,0.3924723435973151
3.1254,43.55674,train,0.21796614087433241,100.0,0.9669433585232314
2.31718,43.75187,train,0.004278504884319106,20.69229854576204,0.3647471602979169
4.73575,45.72121,train,0.028478042693412826,100.0,0.7926068483255134
4.48108,45.81491,train,0.04013158779058791,100.0,0.8433993236453768
2.80643,45.9145,train,0.16530937062299877,100.0,0.9568678394151097
-0.48854,44.95952,train,0.004569762797262898,21.343107355081635,0.38013835682656855
1.54967,44.64458,train,0.0031826136556000555,15.221948606300595,0.299281937416041
1.79993,44.73762,train,0.010837212985002771,56.27551155092057,0.5925612299254158
10.596743,63.044497,train,0.022828142026149616,99.18231917344515,0.7539092739448792
10.532486,63.395339,train,0.3059571947740317,100.0,0.9762241739224453
8.196283,60.620649,train,0.01151521650334148,59.02144229547223,0.6071259103421411
8.222873,60.530536,train,0.24821434099343395,100.0,0.9708543374009002
11.685761,62.841211,train,0.008945230403677248,49.24826059407043,0.5455479169492828
11.472906,62.528995,train,0.01419128979882194,73.98588487118307,0.6557036284086211
12.403888,61.1669,train,0.008937861562268825,49.23892389038032,0.54534359082465
12.676208,61.357769,train,0.015465518033965578,78.3324097956259,0.674847094835287
6.321858,59.565622,train,0.0829437635708839,100.0,0.9175670573616835
6.348915,59.622713,train,0.316940322330029,100.0,0.9770291661289188
