Predictor variable,Categorical,Sample average
Built2009,false,1.837822582044167
Popdensity2010,false,4.851929264205679
Railways,false,1.115427751162087
Roads,false,3.135786118394953
wc2.1_2.5m_bio_1,false,7.09044339549812
wc2.1_2.5m_bio_12,false,838.4702842377261
wc2.1_2.5m_bio_15,false,26.076897993260268
wc2.1_2.5m_bio_4,false,663.9532277503987
