Predictor variable,Categorical,Sample average
Built2009,false,1.8313776036042801
Popdensity2010,false,4.820044717931932
Railways,false,1.0839108854709119
Roads,false,3.169854221340914
wc2.1_2.5m_bio_1,false,7.067334133550496
wc2.1_2.5m_bio_12,false,852.2687338501293
wc2.1_2.5m_bio_15,false,26.149146082481366
wc2.1_2.5m_bio_4,false,659.8426508151899
